INFO: 2023-07-18T00:44:08 - customResource:AffinitiesDef
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_chassis_Agile.json
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_chassis_Brawler.json
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_chassis_Command_Unit.json
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_chassis_Cool-Running.json
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_chassis_Encouraging.json
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_chassis_Evasive.json
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_chassis_Ice_Cold.json
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_chassis_Keen-Eyed.json
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_chassis_Nimble.json
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_chassis_Precise_Shot.json
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_chassis_Resistant.json
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_chassis_Sturdy.json
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_chassis_Trash_Master.json
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_chassis_Unlimited_Power.json
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_chassis_Zippy.json
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_global_Green.json
INFO: 2023-07-18T00:44:08 - Path:E:\SteamLibrary\steamapps\common\BATTLETECH\Mods\MechAffinity\AffinityDefs\AffinityDef_global_Veteran.json
INFO: 2023-07-18T00:44:08 - customResource:QuirkDef
INFO: 2023-07-18T00:44:08 -  id:AffinityDef_chassis_Agile
INFO: 2023-07-18T00:44:08 -   level:AffinityDef_chassis_Agile_0
INFO: 2023-07-18T00:44:08 -  id:AffinityDef_chassis_Brawler
INFO: 2023-07-18T00:44:08 -   level:AffinityDef_chassis_Brawler_0
INFO: 2023-07-18T00:44:08 -  id:AffinityDef_chassis_Command_Unit
INFO: 2023-07-18T00:44:08 -   level:AffinityDef_chassis_Command_Unit_0
INFO: 2023-07-18T00:44:08 -  id:AffinityDef_chassis_Cool-Running
INFO: 2023-07-18T00:44:08 -   level:AffinityDef_chassis_Cool-Running_0
INFO: 2023-07-18T00:44:08 -  id:AffinityDef_chassis_Encouraging
INFO: 2023-07-18T00:44:08 -   level:AffinityDef_chassis_Encouraging_0
INFO: 2023-07-18T00:44:08 -  id:AffinityDef_chassis_Evasive
INFO: 2023-07-18T00:44:08 -   level:AffinityDef_chassis_Evasive_0
INFO: 2023-07-18T00:44:08 -  id:AffinityDef_chassis_Ice_Cold
INFO: 2023-07-18T00:44:08 -   level:AffinityDef_chassis_Ice_Cold_0
INFO: 2023-07-18T00:44:08 -  id:AffinityDef_chassis_Keen-Eyed
INFO: 2023-07-18T00:44:08 -   level:AffinityDef_chassis_Keen-Eyed_0
INFO: 2023-07-18T00:44:08 -  id:AffinityDef_chassis_Nimble
INFO: 2023-07-18T00:44:08 -   level:AffinityDef_chassis_Nimble_0
INFO: 2023-07-18T00:44:08 -  id:AffinityDef_chassis_Precise_Shot
INFO: 2023-07-18T00:44:08 -   level:AffinityDef_chassis_Precise_Shot_0
INFO: 2023-07-18T00:44:08 -  id:AffinityDef_chassis_Resistant
INFO: 2023-07-18T00:44:08 -   level:AffinityDef_chassis_Resistant_0
INFO: 2023-07-18T00:44:08 -  id:AffinityDef_chassis_Sturdy
INFO: 2023-07-18T00:44:08 -   level:AffinityDef_chassis_Sturdy_0
INFO: 2023-07-18T00:44:09 -  id:AffinityDef_chassis_Trash_Master
INFO: 2023-07-18T00:44:09 -   level:AffinityDef_chassis_Trash_Master_0
INFO: 2023-07-18T00:44:09 -   level:AffinityDef_chassis_Trash_Master_1
INFO: 2023-07-18T00:44:09 -  id:AffinityDef_chassis_Unlimited_Power
INFO: 2023-07-18T00:44:09 -   level:AffinityDef_chassis_Unlimited_Power_0
INFO: 2023-07-18T00:44:09 -  id:AffinityDef_chassis_Zippy
INFO: 2023-07-18T00:44:09 -   level:AffinityDef_chassis_Zippy_0
INFO: 2023-07-18T00:44:09 - chassisAffinities:54
INFO: 2023-07-18T00:44:09 - taggedAffinities:0
INFO: 2023-07-18T00:44:09 - quirkAffinities:0
INFO: 2023-07-18T00:44:09 - globalAffinities:2
INFO: 2023-07-18T00:45:08 - Issuing Load requests!
INFO: 2023-07-18T00:45:49 - checking tag: commander_ancestry_davion: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_vehicle_crew: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_jinxed: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_lucky: False
INFO: 2023-07-18T00:45:49 - checking tag: commander_career_gladiator: False
INFO: 2023-07-18T00:45:49 - checking tag: commander_player: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_vehicle: False
INFO: 2023-07-18T00:45:49 - checking tag: commander_ancestry_davion: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_vehicle_crew: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_jinxed: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_lucky: False
INFO: 2023-07-18T00:45:49 - checking tag: commander_career_gladiator: False
INFO: 2023-07-18T00:45:49 - checking tag: commander_player: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_vehicle: False
INFO: 2023-07-18T00:45:49 - checking tag: commander_ancestry_davion: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_vehicle_crew: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_jinxed: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_lucky: False
INFO: 2023-07-18T00:45:49 - checking tag: commander_career_gladiator: False
INFO: 2023-07-18T00:45:49 - checking tag: commander_player: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_vehicle: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_innersphere: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_marik: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_morale_low: False
INFO: 2023-07-18T00:45:49 - checking tag: MODIFIED_TAG_pilot_morale_low: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_innersphere: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_marik: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_morale_low: False
INFO: 2023-07-18T00:45:49 - checking tag: MODIFIED_TAG_pilot_morale_low: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_innersphere: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_marik: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_morale_low: False
INFO: 2023-07-18T00:45:49 - checking tag: MODIFIED_TAG_pilot_morale_low: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_innersphere: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_davion: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_noble: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_innersphere: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_davion: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_noble: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_innersphere: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_davion: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_noble: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_honest: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_periphery: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_honest: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_periphery: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_honest: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_periphery: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_lucky: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_periphery: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_lucky: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_periphery: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_lucky: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_periphery: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_periphery: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_aurigan: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_military: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_vehicle: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_periphery: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_aurigan: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_military: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_mech: False
INFO: 2023-07-18T00:45:49 - checking tag: can_pilot_generic_vehicle: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_periphery: False
INFO: 2023-07-18T00:45:49 - checking tag: pilot_aurigan: False
